Year,State,Industry,Study_Level,Employment_Type,Nationality,Gender,Student_Count,Visa_Applications,Post_Study_Work,Job_Placement,Skilled_Visa,PR_Grant,Employment_Rate,Job_Achieved_Pct,Salary,Migration_Reason,Left_Australia
2023,TAS,Prof. Serv,PG-R,FT,Germany,Male,152,291,115,177,93,60,74.34,52.92,115807,Financial Pressures,1
2023,TAS,Prof. Serv,PG-R,FT,Germany,Female,253,917,180,185,82,10,94.67,48.23,85942,Financial Pressures,0
2023,TAS,Prof. Serv,PG-R,FT,Germany,Others,428,971,230,50,91,8,88.22,54.28,141278,Migration Pathway Issues,1
2023,TAS,Prof. Serv,PG-R,PT,Pakistan,Male,403,698,246,187,46,20,86.66,69.07,52651,Lack of Job Opportunities,0
2023,TAS,Prof. Serv,PG-R,PT,Pakistan,Female,94,656,280,89,24,46,95.0,56.59,53196,Migration Pathway Issues,1
2023,TAS,Prof. Serv,PG-R,PT,Pakistan,Others,82,411,189,139,96,33,94.2,63.21,65196,Job Opportunities in Home Country,0
2023,TAS,Prof. Serv,PG-R,PT,Thailand,Male,232,973,76,117,12,5,90.61,74.89,48314,Financial Pressures,0
2023,TAS,Prof. Serv,PG-R,PT,Thailand,Female,61,814,192,154,47,66,73.42,63.93,37428,Lack of Job Opportunities,0
2023,TAS,Prof. Serv,PG-R,PT,Thailand,Others,402,779,106,177,46,36,69.17,80.99,58982,Financial Pressures,0
2023,TAS,Prof. Serv,PG-R,PT,France,Male,493,661,108,113,22,23,91.18,48.89,56276,Lack of Job Opportunities,1
2023,TAS,Prof. Serv,PG-R,PT,France,Female,341,715,182,80,57,31,94.84,46.83,54536,Migration Pathway Issues,0
2023,TAS,Prof. Serv,PG-R,PT,France,Others,250,292,56,191,19,52,95.0,29.6,47936,Financial Pressures,0
2023,TAS,Prof. Serv,PG-R,CAS,France,Male,293,328,202,45,42,26,95.0,42.83,38846,Job Opportunities in Home Country,0
2023,TAS,Prof. Serv,PG-R,CAS,France,Female,343,792,193,122,79,77,95.0,48.89,27526,Migration Pathway Issues,0
2023,TAS,Prof. Serv,PG-R,CAS,France,Others,431,311,65,178,84,72,95.0,55.36,28590,Financial Pressures,0
2023,TAS,Prof. Serv,PG-R,CAS,China,Male,97,777,120,47,34,71,91.54,55.15,25498,Migration Pathway Issues,1
2023,TAS,Prof. Serv,PG-R,CAS,China,Female,357,419,135,144,85,50,95.0,56.41,52707,Migration Pathway Issues,1
2023,TAS,Prof. Serv,PG-R,CAS,China,Others,387,159,92,101,16,21,91.26,87.2,28386,Lack of Job Opportunities,0
2023,TAS,Prof. Serv,PG-R,CAS,India,Male,448,543,256,225,82,48,95.0,81.79,59451,Financial Pressures,0
2023,TAS,Prof. Serv,PG-R,CAS,India,Female,422,684,71,55,44,37,72.93,63.86,58797,Visa Issues,0
2023,TAS,Prof. Serv,PG-R,CAS,India,Others,189,702,209,56,66,58,78.03,60.99,53918,Migration Pathway Issues,0
2023,TAS,Services,UG,FT,Italy,Male,202,460,63,242,20,51,67.24,69.1,130532,Lack of Job Opportunities,0
2023,TAS,Services,UG,FT,Italy,Female,192,686,189,64,45,16,64.65,54.99,94909,Visa Issues,0
2023,TAS,Services,UG,FT,Italy,Others,65,947,162,113,18,50,62.1,61.51,69745,Lack of Job Opportunities,0
2023,TAS,Services,UG,FT,Pakistan,Male,372,959,124,103,93,57,63.59,43.06,55326,Visa Issues,0
2023,TAS,Services,UG,FT,Pakistan,Female,403,144,141,220,73,48,71.9,44.05,82966,Job Opportunities in Home Country,0
2023,TAS,Services,UG,FT,Pakistan,Others,293,188,53,184,51,28,68.92,74.4,79008,Job Opportunities in Home Country,0
2023,TAS,Services,UG,FT,Malaysia,Male,396,163,249,169,38,33,75.79,71.56,61216,Visa Issues,0
2023,TAS,Services,UG,FT,Malaysia,Female,179,644,53,213,83,61,73.94,63.19,96714,Visa Issues,0
2023,TAS,Services,UG,FT,Malaysia,Others,378,230,269,209,25,79,67.37,76.97,80330,Job Opportunities in Home Country,1
2023,TAS,Services,UG,PT,Malaysia,Male,166,555,292,33,74,29,76.97,46.97,35618,Visa Issues,1
2023,TAS,Services,UG,PT,Malaysia,Female,360,996,116,209,82,44,65.49,67.22,66730,Lack of Job Opportunities,1
2023,TAS,Services,UG,PT,Malaysia,Others,365,495,86,43,34,57,60.76,46.83,36186,Visa Issues,0
2023,TAS,Services,UG,PT,USA,Male,431,938,244,34,98,20,62.88,54.02,39339,Financial Pressures,0
2023,TAS,Services,UG,PT,USA,Female,466,251,203,145,22,24,68.55,47.89,32894,Financial Pressures,0
2023,TAS,Services,UG,PT,USA,Others,442,793,208,176,43,66,58.59,44.28,69273,Visa Issues,0
2023,TAS,Services,UG,PT,South Korea,Male,176,842,165,243,33,65,79.54,64.01,62809,Visa Issues,0
2023,TAS,Services,UG,PT,South Korea,Female,387,134,112,110,57,49,70.19,41.97,59731,Job Opportunities in Home Country,1
2023,TAS,Services,UG,PT,South Korea,Others,336,157,198,159,16,26,62.21,56.27,50942,Job Opportunities in Home Country,0
2023,TAS,Services,UG,CAS,Nepal,Male,345,659,230,35,23,66,79.61,76.04,39624,Visa Issues,1
2023,TAS,Services,UG,CAS,Nepal,Female,181,209,57,248,92,65,71.77,76.79,39794,Financial Pressures,0
2023,TAS,Services,UG,CAS,Nepal,Others,167,826,132,86,22,45,80.66,77.18,24505,Lack of Job Opportunities,0
2023,TAS,Services,UG,CAS,USA,Male,375,155,194,58,65,56,73.63,59.79,52535,Financial Pressures,0
2023,TAS,Services,UG,CAS,USA,Female,208,125,285,78,69,54,60.52,42.71,52672,Job Opportunities in Home Country,0
2023,TAS,Services,UG,CAS,USA,Others,280,674,158,234,72,55,70.28,44.46,25022,Lack of Job Opportunities,0
2023,TAS,Services,UG,CAS,South Korea,Male,413,164,115,200,73,39,80.57,78.74,43024,Migration Pathway Issues,0
2023,TAS,Services,UG,CAS,South Korea,Female,364,567,88,137,63,55,74.65,63.0,51504,Visa Issues,0
2023,TAS,Services,UG,CAS,South Korea,Others,411,283,200,160,88,62,60.9,48.24,38113,Lack of Job Opportunities,0
2023,TAS,Services,PG-C,FT,Thailand,Male,441,224,180,51,72,32,70.1,45.88,119561,Migration Pathway Issues,0
2023,TAS,Services,PG-C,FT,Thailand,Female,172,965,172,72,35,74,66.6,84.19,78466,Migration Pathway Issues,0
2023,TAS,Services,PG-C,FT,Thailand,Others,281,226,168,30,44,72,79.55,62.26,80432,Financial Pressures,0
2023,TAS,Services,PG-C,FT,Brazil,Male,218,543,208,114,41,24,70.41,79.97,93408,Visa Issues,1
2023,TAS,Services,PG-C,FT,Brazil,Female,237,897,288,58,61,55,56.45,62.34,100292,Financial Pressures,1
2023,TAS,Services,PG-C,FT,Brazil,Others,210,852,114,48,24,70,56.76,60.75,68950,Job Opportunities in Home Country,0
2023,TAS,Services,PG-C,FT,UK,Male,456,332,226,44,56,13,77.09,59.84,60562,Financial Pressures,0
2023,TAS,Services,PG-C,FT,UK,Female,401,859,107,30,99,5,55.56,60.64,139826,Migration Pathway Issues,0
2023,TAS,Services,PG-C,FT,UK,Others,396,968,219,165,67,34,74.91,57.33,85871,Visa Issues,0
2023,TAS,Services,PG-C,PT,France,Male,433,962,234,204,60,23,76.12,31.12,55759,Lack of Job Opportunities,0
2023,TAS,Services,PG-C,PT,France,Female,273,661,68,197,56,66,64.84,54.05,49760,Lack of Job Opportunities,0
2023,TAS,Services,PG-C,PT,France,Others,177,830,51,66,46,61,76.91,29.57,37189,Lack of Job Opportunities,0
2023,TAS,Services,PG-C,PT,Malaysia,Male,494,405,238,219,49,40,81.19,79.36,41816,Visa Issues,0
2023,TAS,Services,PG-C,PT,Malaysia,Female,465,151,96,245,72,25,69.6,74.99,57586,Visa Issues,0
2023,TAS,Services,PG-C,PT,Malaysia,Others,380,949,178,197,10,28,60.43,43.11,35668,Financial Pressures,1
2023,TAS,Services,PG-C,PT,Brazil,Male,66,233,109,85,21,25,69.0,78.92,45316,Visa Issues,1
2023,TAS,Services,PG-C,PT,Brazil,Female,367,635,263,166,67,53,58.7,67.41,69352,Financial Pressures,0
2023,TAS,Services,PG-C,PT,Brazil,Others,162,858,170,204,54,53,56.57,81.89,61514,Lack of Job Opportunities,0
2023,TAS,Services,PG-C,CAS,Pakistan,Male,311,702,116,174,41,28,69.54,45.16,59307,Job Opportunities in Home Country,1
2023,TAS,Services,PG-C,CAS,Pakistan,Female,456,154,56,34,87,75,73.1,65.34,30632,Lack of Job Opportunities,0
2023,TAS,Services,PG-C,CAS,Pakistan,Others,301,497,62,141,80,25,57.25,41.49,30473,Lack of Job Opportunities,0
2023,TAS,Services,PG-C,CAS,UK,Male,376,904,237,175,58,18,63.6,61.19,59873,Financial Pressures,0
2023,TAS,Services,PG-C,CAS,UK,Female,401,957,112,190,69,41,62.02,61.83,29254,Lack of Job Opportunities,0
2023,TAS,Services,PG-C,CAS,UK,Others,316,293,71,33,51,56,73.06,47.29,35594,Migration Pathway Issues,1
2023,TAS,Services,PG-C,CAS,Malaysia,Male,156,356,279,133,29,73,55.61,66.35,45834,Migration Pathway Issues,0
2023,TAS,Services,PG-C,CAS,Malaysia,Female,194,715,208,85,40,40,56.26,57.99,28816,Job Opportunities in Home Country,0
2023,TAS,Services,PG-C,CAS,Malaysia,Others,374,599,166,76,50,5,63.62,42.76,35667,Job Opportunities in Home Country,1
2023,TAS,Services,PG-R,FT,Nepal,Male,203,491,132,188,88,56,68.44,86.92,120010,Lack of Job Opportunities,0
2023,TAS,Services,PG-R,FT,Nepal,Female,235,184,262,42,60,62,70.9,49.76,120020,Migration Pathway Issues,0
2023,TAS,Services,PG-R,FT,Nepal,Others,444,831,94,116,54,64,70.14,63.52,135250,Visa Issues,1
2023,TAS,Services,PG-R,FT,Indonesia,Male,225,174,290,37,43,12,71.09,55.84,81817,Job Opportunities in Home Country,1
2023,TAS,Services,PG-R,FT,Indonesia,Female,136,751,113,153,39,12,78.58,58.94,56093,Financial Pressures,0
2023,TAS,Services,PG-R,FT,Indonesia,Others,155,723,164,96,19,6,73.55,54.57,110749,Lack of Job Opportunities,0
2023,TAS,Services,PG-R,FT,Pakistan,Male,335,208,133,83,63,33,68.82,49.2,70469,Visa Issues,0
2023,TAS,Services,PG-R,FT,Pakistan,Female,298,633,296,155,21,34,59.63,73.04,96521,Financial Pressures,0
2023,TAS,Services,PG-R,FT,Pakistan,Others,385,147,263,208,87,20,58.5,62.43,62005,Visa Issues,1
2023,TAS,Services,PG-R,PT,Indonesia,Male,100,706,256,169,99,51,71.99,61.08,31256,Lack of Job Opportunities,0
2023,TAS,Services,PG-R,PT,Indonesia,Female,74,352,152,171,44,77,66.81,68.66,48317,Migration Pathway Issues,0
2023,TAS,Services,PG-R,PT,Indonesia,Others,130,871,251,222,93,75,70.75,72.98,38710,Lack of Job Opportunities,0
2023,TAS,Services,PG-R,PT,Vietnam,Male,302,692,119,37,55,16,59.78,50.78,41233,Migration Pathway Issues,0
2023,TAS,Services,PG-R,PT,Vietnam,Female,338,130,202,164,34,33,60.26,43.5,50197,Lack of Job Opportunities,1
2023,TAS,Services,PG-R,PT,Vietnam,Others,438,351,111,111,94,44,59.29,25.99,53192,Lack of Job Opportunities,0
2023,TAS,Services,PG-R,PT,Nepal,Male,147,330,278,235,88,27,73.08,79.97,50453,Lack of Job Opportunities,1
2023,TAS,Services,PG-R,PT,Nepal,Female,484,939,100,242,74,49,61.27,75.16,51457,Migration Pathway Issues,0
2023,TAS,Services,PG-R,PT,Nepal,Others,449,402,219,182,78,79,76.44,44.66,59033,Visa Issues,0
2023,TAS,Services,PG-R,CAS,Nepal,Male,110,276,256,78,78,72,67.26,84.05,37052,Migration Pathway Issues,1
2023,TAS,Services,PG-R,CAS,Nepal,Female,265,598,233,146,92,58,71.88,86.37,23920,Financial Pressures,0
2023,TAS,Services,PG-R,CAS,Nepal,Others,128,727,106,97,11,10,57.59,43.22,45602,Financial Pressures,0
2023,TAS,Services,PG-R,CAS,France,Male,410,320,290,43,51,75,71.87,37.44,38218,Job Opportunities in Home Country,1
2023,TAS,Services,PG-R,CAS,France,Female,418,476,141,130,99,74,64.95,35.21,24186,Lack of Job Opportunities,1
2023,TAS,Services,PG-R,CAS,France,Others,447,123,67,147,36,22,69.44,34.01,57893,Migration Pathway Issues,0
2023,TAS,Services,PG-R,CAS,USA,Male,464,608,268,155,12,22,67.15,36.34,40439,Lack of Job Opportunities,0
2023,TAS,Services,PG-R,CAS,USA,Female,324,529,143,147,62,72,70.48,69.83,31248,Visa Issues,0
2023,TAS,Services,PG-R,CAS,USA,Others,250,998,238,146,59,58,75.11,67.49,55878,Job Opportunities in Home Country,0
2023,ACT,Health,UG,FT,Brazil,Male,220,572,174,52,99,68,93.8,46.35,89808,Migration Pathway Issues,1
2023,ACT,Health,UG,FT,Brazil,Female,168,519,72,121,99,49,95.0,51.64,101264,Financial Pressures,0
2023,ACT,Health,UG,FT,Brazil,Others,444,509,206,183,32,79,92.33,52.81,108600,Migration Pathway Issues,0
2023,ACT,Health,UG,FT,Indonesia,Male,245,839,57,243,30,64,69.7,67.32,90890,Lack of Job Opportunities,0
2023,ACT,Health,UG,FT,Indonesia,Female,369,511,182,192,18,42,88.61,42.34,131554,Lack of Job Opportunities,0
2023,ACT,Health,UG,FT,Indonesia,Others,344,257,123,31,47,73,74.32,53.12,107486,Visa Issues,0
2023,ACT,Health,UG,FT,South Korea,Male,400,194,84,183,82,57,72.89,84.0,137170,Visa Issues,0
2023,ACT,Health,UG,FT,South Korea,Female,90,318,299,206,50,28,95.0,49.6,77257,Migration Pathway Issues,0
2023,ACT,Health,UG,FT,South Korea,Others,403,644,270,145,69,5,86.69,84.67,109146,Visa Issues,0
2023,ACT,Health,UG,PT,Malaysia,Male,384,937,194,238,13,11,95.0,66.69,66949,Visa Issues,0
2023,ACT,Health,UG,PT,Malaysia,Female,263,650,71,218,77,63,80.71,72.93,31337,Job Opportunities in Home Country,1
2023,ACT,Health,UG,PT,Malaysia,Others,489,826,155,216,59,73,80.9,79.41,68282,Financial Pressures,0
2023,ACT,Health,UG,PT,China,Male,285,282,181,45,84,31,86.61,72.92,50727,Job Opportunities in Home Country,1
2023,ACT,Health,UG,PT,China,Female,251,306,128,89,96,49,95.0,54.31,60785,Job Opportunities in Home Country,1
2023,ACT,Health,UG,PT,China,Others,118,837,229,37,93,20,95.0,54.11,48976,Visa Issues,0
2023,ACT,Health,UG,PT,Vietnam,Male,86,678,176,176,61,67,75.26,50.71,61718,Financial Pressures,1
2023,ACT,Health,UG,PT,Vietnam,Female,96,379,115,58,21,53,89.8,50.95,52252,Financial Pressures,0
2023,ACT,Health,UG,PT,Vietnam,Others,287,621,226,79,83,22,70.39,42.07,52573,Financial Pressures,1
2023,ACT,Health,UG,CAS,Malaysia,Male,486,537,135,178,78,44,70.62,61.15,46334,Lack of Job Opportunities,0
2023,ACT,Health,UG,CAS,Malaysia,Female,405,947,260,98,32,58,95.0,68.32,40477,Financial Pressures,1
2023,ACT,Health,UG,CAS,Malaysia,Others,337,961,68,35,82,52,95.0,60.54,58940,Lack of Job Opportunities,0
2023,ACT,Health,UG,CAS,India,Male,89,538,128,50,52,62,85.82,89.68,59115,Job Opportunities in Home Country,0
2023,ACT,Health,UG,CAS,India,Female,143,988,167,128,44,46,90.82,72.65,43096,Lack of Job Opportunities,0
2023,ACT,Health,UG,CAS,India,Others,435,593,130,220,86,42,95.0,45.15,55473,Job Opportunities in Home Country,0
2023,ACT,Health,UG,CAS,China,Male,472,520,274,214,91,33,92.07,53.92,26380,Migration Pathway Issues,1
2023,ACT,Health,UG,CAS,China,Female,281,220,62,241,66,9,95.0,60.39,42188,Visa Issues,0
2023,ACT,Health,UG,CAS,China,Others,336,974,192,35,12,27,69.68,87.83,35210,Job Opportunities in Home Country,0
2023,ACT,Health,PG-C,FT,Italy,Male,105,925,187,195,37,17,71.47,50.23,59738,Job Opportunities in Home Country,1
2023,ACT,Health,PG-C,FT,Italy,Female,282,718,216,156,73,29,73.98,85.8,141750,Job Opportunities in Home Country,1
2023,ACT,Health,PG-C,FT,Italy,Others,411,833,194,193,61,18,74.22,52.08,62380,Visa Issues,1
2023,ACT,Health,PG-C,FT,UK,Male,258,558,280,34,89,34,86.86,51.31,110298,Lack of Job Opportunities,0
2023,ACT,Health,PG-C,FT,UK,Female,465,312,233,213,75,71,95.0,59.28,55546,Job Opportunities in Home Country,0
2023,ACT,Health,PG-C,FT,UK,Others,344,368,248,76,86,10,95.0,43.95,137952,Migration Pathway Issues,0
2023,ACT,Health,PG-C,FT,Brazil,Male,346,719,132,169,44,72,83.55,76.43,122022,Financial Pressures,0
2023,ACT,Health,PG-C,FT,Brazil,Female,299,220,97,119,15,41,92.52,56.67,118075,Lack of Job Opportunities,1
2023,ACT,Health,PG-C,FT,Brazil,Others,101,190,116,246,43,55,88.1,68.86,62423,Migration Pathway Issues,1
2023,ACT,Health,PG-C,PT,Germany,Male,451,549,77,72,50,67,78.15,55.9,61156,Migration Pathway Issues,1
2023,ACT,Health,PG-C,PT,Germany,Female,443,553,151,149,36,79,82.4,38.31,52846,Migration Pathway Issues,0
2023,ACT,Health,PG-C,PT,Germany,Others,100,434,124,61,68,59,74.27,55.4,38632,Financial Pressures,1
2023,ACT,Health,PG-C,PT,Vietnam,Male,243,190,177,38,61,40,77.14,45.05,45232,Job Opportunities in Home Country,1
2023,ACT,Health,PG-C,PT,Vietnam,Female,396,163,76,197,95,53,79.5,39.09,65812,Financial Pressures,1
2023,ACT,Health,PG-C,PT,Vietnam,Others,166,389,50,71,69,22,71.48,42.7,42276,Financial Pressures,0
2023,ACT,Health,PG-C,PT,South Korea,Male,422,726,151,49,75,75,70.36,84.2,30809,Visa Issues,1
2023,ACT,Health,PG-C,PT,South Korea,Female,116,409,181,48,94,71,79.8,51.6,49883,Financial Pressures,1
2023,ACT,Health,PG-C,PT,South Korea,Others,309,620,91,100,35,25,92.27,60.09,46160,Migration Pathway Issues,1
2023,ACT,Health,PG-C,CAS,Thailand,Male,217,834,206,101,24,30,91.77,79.55,38406,Job Opportunities in Home Country,0
2023,ACT,Health,PG-C,CAS,Thailand,Female,189,533,294,232,62,54,90.07,76.92,51674,Lack of Job Opportunities,0
2023,ACT,Health,PG-C,CAS,Thailand,Others,358,815,259,101,76,60,95.0,78.67,30742,Job Opportunities in Home Country,1
2023,ACT,Health,PG-C,CAS,USA,Male,409,472,279,222,12,14,84.88,44.54,44146,Visa Issues,0
2023,ACT,Health,PG-C,CAS,USA,Female,414,796,245,52,32,54,89.84,59.36,51440,Visa Issues,0
2023,ACT,Health,PG-C,CAS,USA,Others,414,816,298,195,90,60,91.77,64.44,31192,Job Opportunities in Home Country,1
2023,ACT,Health,PG-C,CAS,Germany,Male,296,520,257,178,79,74,78.22,66.23,49504,Visa Issues,0
2023,ACT,Health,PG-C,CAS,Germany,Female,138,439,276,222,61,35,95.0,34.73,40588,Financial Pressures,0
2023,ACT,Health,PG-C,CAS,Germany,Others,274,588,61,95,73,47,85.62,59.57,52723,Migration Pathway Issues,0
2023,ACT,Health,PG-R,FT,USA,Male,380,622,254,70,13,7,91.9,55.6,82939,Job Opportunities in Home Country,1
2023,ACT,Health,PG-R,FT,USA,Female,252,477,123,228,82,22,95.0,69.09,78182,Lack of Job Opportunities,0
2023,ACT,Health,PG-R,FT,USA,Others,438,503,104,123,42,68,94.3,36.26,59704,Job Opportunities in Home Country,0
2023,ACT,Health,PG-R,FT,South Korea,Male,200,405,181,127,33,16,92.95,78.28,108784,Financial Pressures,1
2023,ACT,Health,PG-R,FT,South Korea,Female,81,188,174,210,35,75,81.87,79.2,97202,Lack of Job Opportunities,1
2023,ACT,Health,PG-R,FT,South Korea,Others,65,770,110,150,43,5,72.42,78.27,141758,Lack of Job Opportunities,1
2023,ACT,Health,PG-R,FT,Thailand,Male,258,271,187,75,86,61,85.15,49.25,126922,Financial Pressures,0
2023,ACT,Health,PG-R,FT,Thailand,Female,417,819,128,109,15,33,95.0,68.59,63960,Visa Issues,1
2023,ACT,Health,PG-R,FT,Thailand,Others,444,345,74,129,51,52,78.48,83.04,95153,Visa Issues,0
2023,ACT,Health,PG-R,PT,Malaysia,Male,153,902,200,53,13,44,86.88,48.55,70834,Visa Issues,0
2023,ACT,Health,PG-R,PT,Malaysia,Female,336,515,85,115,28,49,79.22,72.82,40832,Visa Issues,0
2023,ACT,Health,PG-R,PT,Malaysia,Others,277,456,271,52,80,26,95.0,63.24,63886,Visa Issues,1
2023,ACT,Health,PG-R,PT,Vietnam,Male,327,506,184,36,30,48,95.0,49.92,40423,Financial Pressures,0
2023,ACT,Health,PG-R,PT,Vietnam,Female,58,484,101,200,92,19,81.21,45.18,54507,Job Opportunities in Home Country,0
2023,ACT,Health,PG-R,PT,Vietnam,Others,62,795,293,235,75,43,95.0,48.11,38374,Job Opportunities in Home Country,1
2023,ACT,Health,PG-R,PT,USA,Male,63,211,199,60,91,78,95.0,36.58,35403,Lack of Job Opportunities,0
2023,ACT,Health,PG-R,PT,USA,Female,379,570,81,217,56,45,85.67,64.18,61922,Visa Issues,1
2023,ACT,Health,PG-R,PT,USA,Others,155,492,157,207,61,7,83.33,43.55,68912,Migration Pathway Issues,1
2023,ACT,Health,PG-R,CAS,Pakistan,Male,194,105,178,241,27,13,84.66,43.94,45052,Job Opportunities in Home Country,0
2023,ACT,Health,PG-R,CAS,Pakistan,Female,87,847,87,65,83,30,69.14,53.03,27199,Visa Issues,1
2023,ACT,Health,PG-R,CAS,Pakistan,Others,472,575,142,246,99,76,77.72,75.66,57348,Visa Issues,0
2023,ACT,Health,PG-R,CAS,Italy,Male,282,760,110,242,49,15,81.21,49.43,31160,Migration Pathway Issues,0
2023,ACT,Health,PG-R,CAS,Italy,Female,97,578,183,104,46,43,90.32,71.76,34720,Financial Pressures,0
2023,ACT,Health,PG-R,CAS,Italy,Others,498,309,229,40,15,73,95.0,78.73,39508,Lack of Job Opportunities,0
2023,ACT,Health,PG-R,CAS,South Korea,Male,189,357,288,207,44,9,88.93,75.39,53300,Job Opportunities in Home Country,1
2023,ACT,Health,PG-R,CAS,South Korea,Female,68,380,156,220,44,57,92.22,72.64,27899,Lack of Job Opportunities,0
2023,ACT,Health,PG-R,CAS,South Korea,Others,180,682,126,86,33,73,76.68,52.32,36785,Financial Pressures,0
2023,ACT,STEM,UG,FT,South Korea,Male,386,124,93,69,90,73,76.04,47.22,70723,Lack of Job Opportunities,0
2023,ACT,STEM,UG,FT,South Korea,Female,188,383,221,49,11,37,88.88,47.03,119225,Lack of Job Opportunities,0
2023,ACT,STEM,UG,FT,South Korea,Others,396,646,136,63,17,70,87.6,49.51,59582,Job Opportunities in Home Country,0
2023,ACT,STEM,UG,FT,Brazil,Male,191,279,161,77,84,55,84.81,40.5,80154,Financial Pressures,1
2023,ACT,STEM,UG,FT,Brazil,Female,465,583,220,34,21,67,90.49,79.93,120344,Visa Issues,0
2023,ACT,STEM,UG,FT,Brazil,Others,480,526,85,128,26,79,79.91,84.38,99037,Migration Pathway Issues,0
2023,ACT,STEM,UG,FT,Italy,Male,460,139,189,233,36,65,77.27,46.59,95347,Lack of Job Opportunities,0
2023,ACT,STEM,UG,FT,Italy,Female,427,246,117,172,24,55,82.88,88.44,82806,Migration Pathway Issues,0
2023,ACT,STEM,UG,FT,Italy,Others,399,199,80,210,22,28,95.0,52.01,133566,Visa Issues,0
2023,ACT,STEM,UG,PT,Nepal,Male,217,557,258,75,67,31,90.01,60.93,71939,Job Opportunities in Home Country,0
2023,ACT,STEM,UG,PT,Nepal,Female,161,757,152,51,60,18,87.36,69.7,54532,Lack of Job Opportunities,0
2023,ACT,STEM,UG,PT,Nepal,Others,168,966,231,192,54,57,84.15,85.91,33880,Job Opportunities in Home Country,0
2023,ACT,STEM,UG,PT,France,Male,231,673,235,202,93,33,71.38,44.89,31536,Lack of Job Opportunities,1
2023,ACT,STEM,UG,PT,France,Female,374,528,254,182,90,61,68.3,48.09,34046,Financial Pressures,0
2023,ACT,STEM,UG,PT,France,Others,365,110,96,81,19,47,95.0,56.8,28517,Visa Issues,0
2023,ACT,STEM,UG,PT,Germany,Male,95,168,123,92,41,44,78.02,58.25,59553,Migration Pathway Issues,1
2023,ACT,STEM,UG,PT,Germany,Female,340,126,240,150,39,33,95.0,46.41,49517,Visa Issues,1
2023,ACT,STEM,UG,PT,Germany,Others,453,468,237,39,39,79,71.38,41.24,44383,Migration Pathway Issues,0
2023,ACT,STEM,UG,CAS,Indonesia,Male,131,769,262,65,76,61,68.95,56.45,39476,Migration Pathway Issues,0
2023,ACT,STEM,UG,CAS,Indonesia,Female,231,515,108,37,69,19,87.47,75.48,39480,Lack of Job Opportunities,1
2023,ACT,STEM,UG,CAS,Indonesia,Others,229,280,62,217,57,30,71.92,41.6,35569,Job Opportunities in Home Country,0
2023,ACT,STEM,UG,CAS,Germany,Male,142,190,53,232,98,9,90.74,53.94,43296,Job Opportunities in Home Country,0
2023,ACT,STEM,UG,CAS,Germany,Female,258,281,171,232,18,15,81.8,32.59,37650,Job Opportunities in Home Country,0
2023,ACT,STEM,UG,CAS,Germany,Others,478,949,125,224,57,14,91.3,40.78,44576,Job Opportunities in Home Country,1
2023,ACT,STEM,UG,CAS,Italy,Male,354,513,250,127,35,38,71.61,47.63,36576,Migration Pathway Issues,0
2023,ACT,STEM,UG,CAS,Italy,Female,382,430,153,118,39,38,71.8,87.35,23904,Migration Pathway Issues,0
2023,ACT,STEM,UG,CAS,Italy,Others,367,665,193,217,74,62,74.47,66.8,31658,Financial Pressures,0
2023,ACT,STEM,PG-C,FT,India,Male,449,959,232,233,98,32,92.92,44.22,71496,Visa Issues,0
2023,ACT,STEM,PG-C,FT,India,Female,118,341,78,46,40,16,90.88,53.88,73235,Lack of Job Opportunities,1
2023,ACT,STEM,PG-C,FT,India,Others,311,282,154,35,39,22,92.07,86.71,103937,Lack of Job Opportunities,0
2023,ACT,STEM,PG-C,FT,Germany,Male,136,647,266,38,70,28,95.0,66.78,135343,Financial Pressures,0
2023,ACT,STEM,PG-C,FT,Germany,Female,421,716,80,129,24,70,68.64,35.54,121409,Financial Pressures,1
2023,ACT,STEM,PG-C,FT,Germany,Others,465,797,212,181,80,9,76.19,60.99,66901,Migration Pathway Issues,0
2023,ACT,STEM,PG-C,FT,Italy,Male,217,657,59,111,98,75,93.56,76.33,58658,Job Opportunities in Home Country,0
2023,ACT,STEM,PG-C,FT,Italy,Female,370,847,221,113,89,49,73.24,43.72,142498,Lack of Job Opportunities,0
2023,ACT,STEM,PG-C,FT,Italy,Others,393,646,242,45,70,25,75.88,87.52,64112,Visa Issues,0
2023,ACT,STEM,PG-C,PT,Germany,Male,489,712,145,39,79,74,87.62,67.18,41615,Migration Pathway Issues,0
2023,ACT,STEM,PG-C,PT,Germany,Female,351,941,279,248,26,18,73.23,61.27,44811,Job Opportunities in Home Country,0
2023,ACT,STEM,PG-C,PT,Germany,Others,414,153,250,37,13,73,78.99,35.24,38083,Lack of Job Opportunities,0
2023,ACT,STEM,PG-C,PT,Pakistan,Male,264,857,165,244,68,6,83.11,60.41,63319,Financial Pressures,0
2023,ACT,STEM,PG-C,PT,Pakistan,Female,286,279,287,103,21,48,94.46,84.99,53810,Migration Pathway Issues,1
2023,ACT,STEM,PG-C,PT,Pakistan,Others,314,336,158,170,22,11,91.93,68.14,27038,Lack of Job Opportunities,0
2023,ACT,STEM,PG-C,PT,Vietnam,Male,325,192,162,227,78,67,68.03,37.58,65614,Visa Issues,0
2023,ACT,STEM,PG-C,PT,Vietnam,Female,165,732,244,139,71,67,94.22,27.93,49181,Lack of Job Opportunities,1
2023,ACT,STEM,PG-C,PT,Vietnam,Others,499,425,113,224,59,35,84.85,24.67,62765,Visa Issues,1
